#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABL1	FOXO3	9606.ENSP00000361423	9606.ENSP00000385824	0	0	0	0	0.060	0.099	0	0.401	0.448
ABL1	PARK7	9606.ENSP00000361423	9606.ENSP00000418770	0	0	0	0	0	0.432	0	0.177	0.513
ABL1	BCL2L11	9606.ENSP00000361423	9606.ENSP00000376943	0	0	0	0	0	0.064	0	0.669	0.677
ABL1	MAPK8	9606.ENSP00000361423	9606.ENSP00000378974	0	0	0	0.580	0	0.073	0.900	0.568	0.925
ABL1	ABL2	9606.ENSP00000361423	9606.ENSP00000427562	0	0	0	0.937	0	0.379	0.900	0.723	0.938
ABL1	SRC	9606.ENSP00000361423	9606.ENSP00000362680	0	0	0	0.882	0.067	0.379	0.900	0.922	0.943
ABL1	CDK5	9606.ENSP00000361423	9606.ENSP00000419782	0	0	0	0.660	0	0.396	0.900	0.776	0.953
ABL2	STAT3	9606.ENSP00000427562	9606.ENSP00000264657	0	0	0	0	0	0.555	0	0.157	0.609
ACER2	GBA	9606.ENSP00000342609	9606.ENSP00000314508	0	0	0	0	0	0	0.900	0.180	0.914
AGER	CASP3	9606.ENSP00000364210	9606.ENSP00000311032	0	0	0	0	0	0	0	0.429	0.429
AGER	PSEN1	9606.ENSP00000364210	9606.ENSP00000326366	0	0	0	0	0	0	0	0.445	0.445
AGER	HMGB1	9606.ENSP00000364210	9606.ENSP00000345347	0	0	0	0	0	0.472	0.900	0.937	0.996
AGER	TLR9	9606.ENSP00000364210	9606.ENSP00000353874	0	0	0	0	0.076	0	0	0.669	0.681
AGER	S100A9	9606.ENSP00000364210	9606.ENSP00000357727	0	0	0	0	0.069	0	0	0.473	0.488
AGER	CASP1	9606.ENSP00000364210	9606.ENSP00000433138	0	0	0	0	0.070	0	0	0.421	0.438
AGER	AKT1	9606.ENSP00000364210	9606.ENSP00000451828	0	0	0	0	0.065	0.059	0	0.448	0.471
AGER	IL10	9606.ENSP00000364210	9606.ENSP00000412237	0	0	0	0	0	0	0	0.473	0.473
AGER	MAPK8	9606.ENSP00000364210	9606.ENSP00000378974	0	0	0	0	0	0	0	0.474	0.474
AKT1	RB1CC1	9606.ENSP00000451828	9606.ENSP00000025008	0	0	0	0	0	0	0	0.538	0.538
AKT1	KEAP1	9606.ENSP00000451828	9606.ENSP00000171111	0	0	0	0	0.062	0.050	0	0.616	0.628
AKT1	C12orf5	9606.ENSP00000451828	9606.ENSP00000179259	0	0	0	0	0	0.076	0	0.442	0.462
AKT1	ITGB4	9606.ENSP00000451828	9606.ENSP00000200181	0	0	0	0	0.064	0.080	0.900	0.560	0.957
AKT1	SIRT1	9606.ENSP00000451828	9606.ENSP00000212015	0	0	0	0	0.063	0.436	0	0.903	0.944
AKT1	XBP1	9606.ENSP00000451828	9606.ENSP00000216037	0	0	0	0	0	0	0	0.554	0.554
AKT1	HMOX1	9606.ENSP00000451828	9606.ENSP00000216117	0	0	0	0	0	0.379	0	0.828	0.889
AKT1	EEF1A2	9606.ENSP00000451828	9606.ENSP00000217182	0	0	0	0	0	0	0	0.474	0.474
AKT1	TRIB3	9606.ENSP00000451828	9606.ENSP00000217233	0	0	0	0.585	0.061	0.472	0.900	0.732	0.962
AKT1	CSNK2A1	9606.ENSP00000451828	9606.ENSP00000217244	0	0	0.223	0.581	0.057	0.406	0	0.377	0.541
AKT1	STUB1	9606.ENSP00000451828	9606.ENSP00000219548	0	0	0	0	0.070	0.472	0	0.518	0.743
AKT1	HGF	9606.ENSP00000451828	9606.ENSP00000222390	0	0	0	0	0.062	0.050	0	0.843	0.848
AKT1	NAMPT	9606.ENSP00000451828	9606.ENSP00000222553	0.042	0	0	0	0	0	0	0.662	0.663
AKT1	IFNG	9606.ENSP00000451828	9606.ENSP00000229135	0	0	0	0	0	0	0	0.530	0.530
AKT1	GAPDH	9606.ENSP00000451828	9606.ENSP00000229239	0	0	0	0	0.046	0.349	0	0.925	0.950
AKT1	DAP	9606.ENSP00000451828	9606.ENSP00000230895	0	0	0	0	0.065	0	0	0.424	0.439
AKT1	IL4	9606.ENSP00000451828	9606.ENSP00000231449	0	0	0	0	0.062	0	0	0.656	0.664
AKT1	MFN2	9606.ENSP00000451828	9606.ENSP00000235329	0	0	0	0	0.065	0.064	0	0.420	0.448
AKT1	ATG14	9606.ENSP00000451828	9606.ENSP00000247178	0	0	0	0	0	0	0	0.470	0.470
AKT1	HSPB1	9606.ENSP00000451828	9606.ENSP00000248553	0	0	0	0	0	0.698	0	0.864	0.957
AKT1	SIRT2	9606.ENSP00000451828	9606.ENSP00000249396	0	0	0	0	0.063	0.051	0	0.740	0.749
AKT1	SESN2	9606.ENSP00000451828	9606.ENSP00000253063	0	0	0	0	0	0.164	0	0.652	0.697
AKT1	LAMTOR5	9606.ENSP00000451828	9606.ENSP00000256644	0	0	0	0	0	0	0.900	0.286	0.925
AKT1	PIK3C3	9606.ENSP00000451828	9606.ENSP00000262039	0	0	0	0	0.063	0.124	0	0.647	0.685
AKT1	RHEB	9606.ENSP00000451828	9606.ENSP00000262187	0	0	0	0	0.053	0.160	0.900	0.838	0.985
AKT1	RRAGB	9606.ENSP00000451828	9606.ENSP00000262850	0	0	0	0	0	0	0.900	0.438	0.941
AKT1	EP300	9606.ENSP00000451828	9606.ENSP00000263253	0	0	0	0	0	0.435	0.900	0.624	0.976
AKT1	KDR	9606.ENSP00000451828	9606.ENSP00000263923	0	0	0	0.555	0	0.096	0	0.905	0.458
AKT1	PIK3CA	9606.ENSP00000451828	9606.ENSP00000263967	0	0	0	0	0.063	0.468	0.900	0.978	0.998
AKT1	STAT3	9606.ENSP00000451828	9606.ENSP00000264657	0	0	0	0	0	0.124	0.900	0.938	0.994
AKT1	PIK3C2A	9606.ENSP00000451828	9606.ENSP00000265970	0	0	0	0	0.058	0.124	0	0.375	0.439
AKT1	GABARAPL1	9606.ENSP00000451828	9606.ENSP00000266458	0	0	0	0	0	0.075	0	0.507	0.524
AKT1	MAP1LC3B	9606.ENSP00000451828	9606.ENSP00000268607	0	0	0	0	0	0.075	0	0.688	0.699
AKT1	TP53	9606.ENSP00000451828	9606.ENSP00000269305	0	0	0	0	0.054	0.147	0.900	0.941	0.994
AKT1	ATM	9606.ENSP00000451828	9606.ENSP00000278616	0	0	0	0	0	0	0	0.814	0.814
AKT1	PIK3CB	9606.ENSP00000451828	9606.ENSP00000289153	0	0	0	0	0.063	0.464	0.900	0.761	0.986
AKT1	IL3	9606.ENSP00000451828	9606.ENSP00000296870	0	0	0	0	0	0	0	0.741	0.742
AKT1	TSC1	9606.ENSP00000451828	9606.ENSP00000298552	0	0	0	0	0.057	0.429	0.900	0.808	0.988
AKT1	LRRK2	9606.ENSP00000451828	9606.ENSP00000298910	0	0	0	0.566	0.061	0.432	0	0.366	0.525
AKT1	ITPR1	9606.ENSP00000451828	9606.ENSP00000306253	0	0	0	0	0	0.384	0	0.813	0.880
AKT1	CASP3	9606.ENSP00000451828	9606.ENSP00000311032	0	0	0	0	0.055	0.393	0	0.950	0.969
AKT1	LEP	9606.ENSP00000451828	9606.ENSP00000312652	0	0	0	0	0	0	0	0.841	0.841
AKT1	TOLLIP	9606.ENSP00000451828	9606.ENSP00000314733	0	0	0	0	0	0.054	0	0.524	0.530
AKT1	CLU	9606.ENSP00000451828	9606.ENSP00000315130	0	0	0	0	0	0	0	0.658	0.658
AKT1	GSK3B	9606.ENSP00000451828	9606.ENSP00000324806	0	0	0.218	0.576	0.049	0.995	0.900	0.918	0.999
AKT1	STK11	9606.ENSP00000451828	9606.ENSP00000324856	0	0	0.325	0.631	0.104	0.224	0	0.766	0.534
AKT1	PSEN1	9606.ENSP00000451828	9606.ENSP00000326366	0	0	0	0	0.080	0.085	0	0.535	0.574
AKT1	TBK1	9606.ENSP00000451828	9606.ENSP00000329967	0	0	0	0.570	0.047	0.379	0	0.700	0.565
AKT1	LEPR	9606.ENSP00000451828	9606.ENSP00000330393	0	0	0	0	0	0.055	0	0.577	0.584
AKT1	GATA4	9606.ENSP00000451828	9606.ENSP00000334458	0	0	0	0	0	0.129	0	0.502	0.548
AKT1	HSP90AA1	9606.ENSP00000451828	9606.ENSP00000335153	0	0	0	0	0.061	0.806	0.900	0.920	0.998
AKT1	MTDH	9606.ENSP00000451828	9606.ENSP00000338235	0	0	0	0	0	0	0	0.711	0.711
AKT1	SNCA	9606.ENSP00000451828	9606.ENSP00000338345	0	0	0	0	0	0.393	0	0.450	0.652
AKT1	PTK2	9606.ENSP00000451828	9606.ENSP00000341189	0	0	0	0.568	0.082	0.399	0	0.816	0.626
AKT1	LAMTOR4	9606.ENSP00000451828	9606.ENSP00000343118	0	0	0	0	0.048	0	0.900	0.151	0.912
AKT1	HMGB1	9606.ENSP00000451828	9606.ENSP00000345347	0	0	0	0	0.064	0.085	0	0.521	0.554
AKT1	ATG7	9606.ENSP00000451828	9606.ENSP00000346437	0	0	0	0	0.045	0.080	0	0.681	0.695
AKT1	BMF	9606.ENSP00000451828	9606.ENSP00000346697	0	0	0	0	0	0	0	0.416	0.416
AKT1	UVRAG	9606.ENSP00000451828	9606.ENSP00000348455	0	0	0	0	0	0	0	0.466	0.466
AKT1	TLR9	9606.ENSP00000451828	9606.ENSP00000353874	0	0	0	0	0	0.123	0	0.560	0.597
AKT1	MTOR	9606.ENSP00000451828	9606.ENSP00000354558	0	0	0	0	0.080	0.872	0.900	0.972	0.999
AKT1	DRD2	9606.ENSP00000451828	9606.ENSP00000354859	0	0	0	0	0	0.072	0	0.603	0.616
AKT1	BECN1	9606.ENSP00000451828	9606.ENSP00000355231	0	0	0	0	0	0.310	0	0.908	0.934
AKT1	PARK2	9606.ENSP00000451828	9606.ENSP00000355865	0	0	0	0	0.062	0.091	0	0.461	0.500
AKT1	PIK3C2B	9606.ENSP00000451828	9606.ENSP00000356155	0	0	0	0	0.058	0.124	0	0.400	0.461
AKT1	LAMTOR2	9606.ENSP00000451828	9606.ENSP00000357288	0	0	0	0	0.042	0	0.900	0.533	0.951
AKT1	MCL1	9606.ENSP00000451828	9606.ENSP00000358022	0	0	0	0	0	0	0	0.849	0.850
AKT1	ATG5	9606.ENSP00000451828	9606.ENSP00000358072	0	0	0	0	0.048	0.078	0	0.727	0.740
AKT1	RRAGD	9606.ENSP00000451828	9606.ENSP00000358423	0	0	0	0	0.062	0	0.900	0.335	0.932
AKT1	RRAGC	9606.ENSP00000451828	9606.ENSP00000362092	0	0	0	0	0.062	0	0.900	0.431	0.942
AKT1	SRC	9606.ENSP00000451828	9606.ENSP00000362680	0	0	0.391	0.562	0.097	0.546	0.900	0.960	0.978
AKT1	MAP1LC3A	9606.ENSP00000451828	9606.ENSP00000363970	0	0	0	0	0	0.075	0	0.600	0.614
AKT1	PINK1	9606.ENSP00000451828	9606.ENSP00000364204	0	0	0	0	0	0.363	0	0.723	0.816
AKT1	CSNK2B	9606.ENSP00000451828	9606.ENSP00000365042	0	0	0	0	0	0.171	0	0.439	0.515
AKT1	FOXO1	9606.ENSP00000451828	9606.ENSP00000368880	0	0	0	0	0	0.709	0.900	0.937	0.998
AKT1	SQSTM1	9606.ENSP00000451828	9606.ENSP00000374455	0	0	0	0	0	0.083	0	0.604	0.621
AKT1	BCL2L11	9606.ENSP00000451828	9606.ENSP00000376943	0	0	0	0	0	0.336	0	0.894	0.926
AKT1	MAPK8	9606.ENSP00000451828	9606.ENSP00000378974	0	0	0.417	0.573	0.084	0.328	0	0.960	0.684
AKT1	BCL2	9606.ENSP00000451828	9606.ENSP00000381185	0	0	0	0	0.061	0	0.900	0.426	0.941
AKT1	FOXO3	9606.ENSP00000451828	9606.ENSP00000385824	0	0	0	0	0.055	0.796	0.900	0.981	0.999
AKT1	SESN1	9606.ENSP00000451828	9606.ENSP00000393762	0	0	0	0	0	0.164	0	0.352	0.435
AKT1	LAMP2	9606.ENSP00000451828	9606.ENSP00000408411	0	0	0	0	0	0.050	0	0.439	0.444
AKT1	IL10	9606.ENSP00000451828	9606.ENSP00000412237	0	0	0	0	0	0.079	0	0.821	0.828
AKT1	EIF4G1	9606.ENSP00000451828	9606.ENSP00000416255	0	0	0	0	0.088	0.131	0	0.588	0.645
AKT1	PARK7	9606.ENSP00000451828	9606.ENSP00000418770	0	0	0	0	0	0.185	0	0.699	0.745
AKT1	CDK5	9606.ENSP00000451828	9606.ENSP00000419782	0	0	0.352	0.633	0	0.068	0	0.761	0.405
AKT1	NEDD4	9606.ENSP00000451828	9606.ENSP00000424827	0	0	0	0	0.064	0.414	0	0.503	0.704
AKT1	ATG12	9606.ENSP00000451828	9606.ENSP00000425107	0	0	0	0	0	0	0	0.590	0.590
AKT1	CAPN1	9606.ENSP00000451828	9606.ENSP00000431984	0	0	0	0	0.090	0.057	0	0.519	0.551
AKT1	HSPA8	9606.ENSP00000451828	9606.ENSP00000432083	0	0	0	0	0	0.183	0	0.527	0.597
AKT1	ATG13	9606.ENSP00000451828	9606.ENSP00000432412	0	0	0	0	0.061	0	0	0.590	0.599
AKT1	CASP1	9606.ENSP00000451828	9606.ENSP00000433138	0	0	0	0	0	0.064	0	0.541	0.552
AKT1	HIF1A	9606.ENSP00000451828	9606.ENSP00000437955	0	0	0	0	0	0.362	0.900	0.827	0.988
AKT1	SESN3	9606.ENSP00000451828	9606.ENSP00000441927	0	0	0	0	0	0.164	0	0.364	0.445
AKT1	TPCN1	9606.ENSP00000451828	9606.ENSP00000448083	0	0	0	0	0.077	0.085	0	0.350	0.404
AKT1	DDIT3	9606.ENSP00000451828	9606.ENSP00000448665	0	0	0	0	0	0.061	0	0.566	0.575
AKT1	CLTC	9606.ENSP00000451828	9606.ENSP00000479606	0	0	0	0	0.097	0.130	0	0.323	0.421
AKT1	ARFIP2	9606.ENSP00000451828	9606.ENSP00000484121	0	0	0	0	0.053	0.294	0	0.572	0.688
ARFIP2	SYNPO2	9606.ENSP00000484121	9606.ENSP00000306015	0	0	0	0	0	0	0	0.521	0.521
ARFIP2	SCOC	9606.ENSP00000484121	9606.ENSP00000477352	0	0	0	0	0.051	0	0	0.587	0.591
ARSA	PSAP	9606.ENSP00000216124	9606.ENSP00000378394	0	0	0	0	0.084	0	0	0.661	0.677
ARSA	PYCARD	9606.ENSP00000216124	9606.ENSP00000247470	0	0	0	0	0	0	0.900	0	0.900
ARSA	TOLLIP	9606.ENSP00000216124	9606.ENSP00000314733	0	0	0	0	0.081	0	0.900	0	0.904
ARSA	ARSB	9606.ENSP00000216124	9606.ENSP00000264914	0	0	0.447	0.676	0	0	0.900	0.816	0.936
ARSA	CTSA	9606.ENSP00000216124	9606.ENSP00000361562	0	0	0	0	0.078	0	0.900	0.374	0.937
ARSB	PYCARD	9606.ENSP00000264914	9606.ENSP00000247470	0	0	0	0	0.062	0	0.900	0	0.902
ARSB	TOLLIP	9606.ENSP00000264914	9606.ENSP00000314733	0	0	0	0	0	0	0.900	0	0.900
ARSB	CTSA	9606.ENSP00000264914	9606.ENSP00000361562	0	0	0	0	0	0	0.900	0.294	0.926
ATG10	RB1CC1	9606.ENSP00000282185	9606.ENSP00000025008	0	0	0	0	0	0	0	0.857	0.857
ATG10	ATG14	9606.ENSP00000282185	9606.ENSP00000247178	0	0	0	0	0	0	0	0.833	0.833
ATG10	DRAM1	9606.ENSP00000282185	9606.ENSP00000258534	0	0	0	0	0	0	0	0.426	0.426
ATG10	PIK3C3	9606.ENSP00000282185	9606.ENSP00000262039	0	0	0	0	0	0	0	0.889	0.889
ATG10	WIPI1	9606.ENSP00000282185	9606.ENSP00000262139	0	0	0	0	0	0	0	0.796	0.796
ATG10	VMP1	9606.ENSP00000282185	9606.ENSP00000262291	0	0	0	0	0	0	0	0.492	0.492
ATG10	GABARAPL1	9606.ENSP00000282185	9606.ENSP00000266458	0	0	0	0	0	0.083	0	0.830	0.837
ATG10	MAP1LC3B	9606.ENSP00000282185	9606.ENSP00000268607	0	0	0	0	0	0.133	0	0.684	0.715
ATG10	CALCOCO2	9606.ENSP00000282185	9606.ENSP00000398523	0	0	0	0	0	0	0	0.434	0.434
ATG10	WDR45	9606.ENSP00000282185	9606.ENSP00000348848	0	0	0	0	0	0	0	0.459	0.459
ATG10	BNIP3L	9606.ENSP00000282185	9606.ENSP00000370003	0	0	0	0	0	0	0	0.471	0.471
ATG10	WDFY3	9606.ENSP00000282185	9606.ENSP00000295888	0	0	0	0	0	0	0	0.480	0.480
ATG10	PINK1	9606.ENSP00000282185	9606.ENSP00000364204	0	0	0	0	0	0	0	0.504	0.504
ATG10	WDR45B	9606.ENSP00000282185	9606.ENSP00000376139	0	0	0	0	0	0	0	0.507	0.507
ATG10	LAMP2	9606.ENSP00000282185	9606.ENSP00000408411	0	0	0	0	0	0	0	0.508	0.508
ATG10	MTOR	9606.ENSP00000282185	9606.ENSP00000354558	0	0	0	0	0	0	0	0.563	0.563
ATG10	SH3GLB1	9606.ENSP00000282185	9606.ENSP00000479919	0	0	0	0	0.061	0	0	0.556	0.565
ATG10	ZFYVE1	9606.ENSP00000282185	9606.ENSP00000450742	0	0	0	0	0	0	0	0.572	0.572
ATG10	KIAA0226	9606.ENSP00000282185	9606.ENSP00000296343	0	0	0	0	0	0	0	0.648	0.648
ATG10	SQSTM1	9606.ENSP00000282185	9606.ENSP00000374455	0	0	0	0	0	0	0	0.661	0.661
ATG10	ULK2	9606.ENSP00000282185	9606.ENSP00000378914	0	0	0	0	0	0	0	0.667	0.667
ATG10	ATG4D	9606.ENSP00000282185	9606.ENSP00000311318	0	0	0	0	0.061	0	0	0.669	0.675
ATG10	ATG4A	9606.ENSP00000282185	9606.ENSP00000361306	0	0	0	0	0.062	0	0	0.699	0.706
ATG10	ATG2A	9606.ENSP00000282185	9606.ENSP00000366475	0	0	0	0	0	0	0	0.720	0.720
ATG10	MAP1LC3A	9606.ENSP00000282185	9606.ENSP00000363970	0	0	0	0	0	0.080	0	0.712	0.724
ATG10	WIPI2	9606.ENSP00000282185	9606.ENSP00000288828	0	0	0	0	0	0	0	0.724	0.724
ATG10	ATG16L2	9606.ENSP00000282185	9606.ENSP00000326340	0	0	0	0	0	0	0	0.734	0.734
ATG10	GABARAP	9606.ENSP00000282185	9606.ENSP00000306866	0	0	0	0	0	0.083	0	0.733	0.745
ATG10	UVRAG	9606.ENSP00000282185	9606.ENSP00000348455	0	0	0	0	0	0	0	0.753	0.753
ATG10	ATG2B	9606.ENSP00000282185	9606.ENSP00000353010	0	0	0	0	0	0	0	0.760	0.760
ATG10	ULK1	9606.ENSP00000282185	9606.ENSP00000324560	0	0	0	0	0	0	0	0.764	0.764
ATG10	MAP1LC3B2	9606.ENSP00000282185	9606.ENSP00000450524	0	0	0	0	0	0.557	0	0.489	0.764
ATG10	NBR1	9606.ENSP00000282185	9606.ENSP00000411250	0	0	0	0	0	0	0	0.808	0.808
ATG10	ATG9A	9606.ENSP00000282185	9606.ENSP00000386710	0	0	0	0	0	0	0	0.813	0.813
ATG10	ATG4B	9606.ENSP00000282185	9606.ENSP00000384259	0	0	0	0	0.061	0.439	0	0.761	0.863
ATG10	ATG13	9606.ENSP00000282185	9606.ENSP00000432412	0	0	0	0	0	0	0	0.870	0.870
ATG10	BECN1	9606.ENSP00000282185	9606.ENSP00000355231	0	0	0	0	0	0	0	0.894	0.894
ATG10	ATG16L1	9606.ENSP00000282185	9606.ENSP00000375872	0	0	0	0	0	0	0.900	0.891	0.988
ATG10	ATG5	9606.ENSP00000282185	9606.ENSP00000358072	0	0	0	0	0	0.532	0.900	0.935	0.996
ATG10	ATG12	9606.ENSP00000282185	9606.ENSP00000425107	0	0	0	0	0.064	0.699	0.900	0.966	0.998
ATG10	ATG7	9606.ENSP00000282185	9606.ENSP00000346437	0	0	0	0	0	0.723	0.900	0.966	0.999
ATG12	RB1CC1	9606.ENSP00000425107	9606.ENSP00000025008	0	0	0	0	0	0.041	0	0.911	0.911
ATG12	SIRT1	9606.ENSP00000425107	9606.ENSP00000212015	0	0	0	0	0	0	0	0.449	0.449
ATG12	XBP1	9606.ENSP00000425107	9606.ENSP00000216037	0	0	0	0	0	0	0	0.420	0.420
ATG12	GAPDH	9606.ENSP00000425107	9606.ENSP00000229239	0	0	0	0	0.061	0	0	0.545	0.555
ATG12	DAP	9606.ENSP00000425107	9606.ENSP00000230895	0	0	0	0	0	0	0	0.416	0.416
ATG12	TMEM59	9606.ENSP00000425107	9606.ENSP00000234831	0	0	0	0	0	0	0	0.482	0.482
ATG12	MFN2	9606.ENSP00000425107	9606.ENSP00000235329	0	0	0	0	0.055	0	0.900	0.415	0.939
ATG12	ATG14	9606.ENSP00000425107	9606.ENSP00000247178	0	0	0	0	0	0	0	0.895	0.895
ATG12	DRAM1	9606.ENSP00000425107	9606.ENSP00000258534	0	0	0	0	0	0	0	0.531	0.531
ATG12	PIK3C3	9606.ENSP00000425107	9606.ENSP00000262039	0	0	0	0	0.062	0.176	0.900	0.920	0.993
ATG12	WIPI1	9606.ENSP00000425107	9606.ENSP00000262139	0	0	0	0	0	0.590	0	0.867	0.943
ATG12	RHEB	9606.ENSP00000425107	9606.ENSP00000262187	0	0	0	0	0.062	0	0	0.573	0.582
ATG12	VMP1	9606.ENSP00000425107	9606.ENSP00000262291	0	0	0	0	0.062	0	0	0.650	0.657
ATG12	GABARAPL1	9606.ENSP00000425107	9606.ENSP00000266458	0	0	0	0	0.062	0.186	0.900	0.946	0.995
ATG12	MAP1LC3B	9606.ENSP00000425107	9606.ENSP00000268607	0	0	0	0	0.061	0.186	0.900	0.852	0.987
ATG12	TP53	9606.ENSP00000425107	9606.ENSP00000269305	0	0	0	0	0	0	0	0.459	0.459
ATG12	EPG5	9606.ENSP00000425107	9606.ENSP00000282041	0	0	0	0	0	0	0	0.448	0.448
ATG12	WIPI2	9606.ENSP00000425107	9606.ENSP00000288828	0	0	0	0	0	0.534	0.900	0.832	0.991
ATG12	WDFY3	9606.ENSP00000425107	9606.ENSP00000295888	0	0	0	0	0	0.377	0	0.577	0.725
ATG12	KIAA0226	9606.ENSP00000425107	9606.ENSP00000296343	0	0	0	0	0	0	0	0.665	0.665
ATG12	GABARAP	9606.ENSP00000425107	9606.ENSP00000306866	0	0	0	0	0.061	0.189	0.900	0.856	0.987
ATG12	CASP3	9606.ENSP00000425107	9606.ENSP00000311032	0	0	0	0	0	0	0	0.587	0.587
ATG12	ATG4D	9606.ENSP00000425107	9606.ENSP00000311318	0	0	0	0	0.061	0.102	0	0.752	0.773
ATG12	ULK1	9606.ENSP00000425107	9606.ENSP00000324560	0	0	0	0	0.055	0.342	0	0.880	0.919
ATG12	ATG16L2	9606.ENSP00000425107	9606.ENSP00000326340	0	0	0	0	0	0	0.800	0.756	0.949
ATG12	TBK1	9606.ENSP00000425107	9606.ENSP00000329967	0	0	0	0	0.062	0	0	0.405	0.418
ATG12	ATG7	9606.ENSP00000425107	9606.ENSP00000346437	0	0	0	0	0.063	0.879	0.900	0.991	0.999
ATG12	UVRAG	9606.ENSP00000425107	9606.ENSP00000348455	0	0	0	0	0	0	0	0.871	0.871
ATG12	WDR45	9606.ENSP00000425107	9606.ENSP00000348848	0	0	0	0	0.062	0	0	0.610	0.619
ATG12	ATG2B	9606.ENSP00000425107	9606.ENSP00000353010	0	0	0	0	0	0	0	0.785	0.785
ATG12	MTOR	9606.ENSP00000425107	9606.ENSP00000354558	0	0	0	0	0	0.266	0	0.702	0.772
ATG12	BECN1	9606.ENSP00000425107	9606.ENSP00000355231	0	0	0	0	0.063	0.420	0.900	0.957	0.997
ATG12	PARK2	9606.ENSP00000425107	9606.ENSP00000355865	0	0	0	0	0	0	0	0.455	0.455
ATG12	MCL1	9606.ENSP00000425107	9606.ENSP00000358022	0	0	0	0	0	0.379	0	0.400	0.611
ATG12	ATG5	9606.ENSP00000425107	9606.ENSP00000358072	0	0	0	0	0.063	0.865	0.900	0.987	0.999
ATG12	ATG4A	9606.ENSP00000425107	9606.ENSP00000361306	0	0	0	0	0	0.102	0	0.815	0.826
ATG12	MAP1LC3A	9606.ENSP00000425107	9606.ENSP00000363970	0	0	0	0	0.055	0.186	0.900	0.882	0.989
ATG12	PINK1	9606.ENSP00000425107	9606.ENSP00000364204	0	0	0	0	0	0	0	0.564	0.564
ATG12	ATG2A	9606.ENSP00000425107	9606.ENSP00000366475	0	0	0	0	0	0	0	0.718	0.718
ATG12	OPTN	9606.ENSP00000425107	9606.ENSP00000368022	0	0	0	0	0	0	0	0.488	0.488
ATG12	BNIP3L	9606.ENSP00000425107	9606.ENSP00000370003	0	0	0	0	0.062	0	0	0.586	0.595
ATG12	SQSTM1	9606.ENSP00000425107	9606.ENSP00000374455	0	0	0	0	0.046	0	0.900	0.790	0.978
ATG12	ATG16L1	9606.ENSP00000425107	9606.ENSP00000375872	0	0	0	0	0	0.473	0.900	0.940	0.996
ATG12	WDR45B	9606.ENSP00000425107	9606.ENSP00000376139	0	0	0	0	0.061	0	0	0.558	0.567
ATG12	ULK2	9606.ENSP00000425107	9606.ENSP00000378914	0	0	0	0	0.062	0.342	0	0.802	0.867
ATG12	MAPK8	9606.ENSP00000425107	9606.ENSP00000378974	0	0	0	0	0	0	0	0.504	0.504
ATG12	BCL2	9606.ENSP00000425107	9606.ENSP00000381185	0	0	0	0	0	0.379	0	0.223	0.497
ATG12	ATG4B	9606.ENSP00000425107	9606.ENSP00000384259	0	0	0	0	0	0.219	0	0.866	0.891
ATG12	FOXO3	9606.ENSP00000425107	9606.ENSP00000385824	0	0	0	0	0	0	0	0.564	0.564
