#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABL1	UVRAG	9606.ENSP00000361423	9606.ENSP00000348455	0	0	0	0	0	0	0	0.433	0.433
ABL1	VPS13A	9606.ENSP00000361423	9606.ENSP00000353422	0	0	0	0	0.052	0.115	0	0.445	0.494
ABL1	MTOR	9606.ENSP00000361423	9606.ENSP00000354558	0	0	0	0	0.090	0.317	0	0.416	0.606
ABL1	BECN1	9606.ENSP00000361423	9606.ENSP00000355231	0	0	0	0	0	0.062	0	0.642	0.650
ABL1	PARK2	9606.ENSP00000361423	9606.ENSP00000355865	0	0	0	0	0	0.501	0	0.336	0.655
ABL1	IFI16	9606.ENSP00000361423	9606.ENSP00000357113	0	0	0	0	0	0	0	0.435	0.435
ABL1	S100A8	9606.ENSP00000361423	9606.ENSP00000357722	0	0	0	0	0	0	0	0.493	0.493
ABL1	MCL1	9606.ENSP00000361423	9606.ENSP00000358022	0	0	0	0	0	0	0	0.519	0.519
ABL1	HIF1A	9606.ENSP00000361423	9606.ENSP00000437955	0	0	0	0	0	0.070	0	0.394	0.413
ABL1	HSPA8	9606.ENSP00000361423	9606.ENSP00000432083	0	0	0	0	0	0.333	0	0.224	0.461
ABL1	FOXO3	9606.ENSP00000361423	9606.ENSP00000385824	0	0	0	0	0.062	0.118	0	0.405	0.465
ABL1	BCL2L11	9606.ENSP00000361423	9606.ENSP00000376943	0	0	0	0	0	0.057	0	0.460	0.469
ABL1	SQSTM1	9606.ENSP00000361423	9606.ENSP00000374455	0	0	0	0	0	0.317	0	0.327	0.521
ABL1	MAPK8	9606.ENSP00000361423	9606.ENSP00000378974	0	0	0	0.580	0	0.101	0.900	0.344	0.918
ABL1	CDK5	9606.ENSP00000361423	9606.ENSP00000419782	0	0	0	0.660	0	0.225	0.900	0.727	0.938
ABL1	ABL2	9606.ENSP00000361423	9606.ENSP00000427562	0	0	0	0.937	0	0.486	0.900	0.758	0.948
ABL1	SRC	9606.ENSP00000361423	9606.ENSP00000362680	0	0	0	0.882	0.067	0.675	0.900	0.861	0.970
ABL2	STAT3	9606.ENSP00000427562	9606.ENSP00000264657	0	0	0	0	0	0.354	0	0.178	0.446
ABL2	ABL1	9606.ENSP00000427562	9606.ENSP00000361423	0	0	0	0.937	0	0.486	0.900	0.758	0.948
ABL2	HSPA8	9606.ENSP00000427562	9606.ENSP00000432083	0	0	0	0	0	0.327	0	0.164	0.413
ACER2	GBA	9606.ENSP00000342609	9606.ENSP00000314508	0	0	0	0	0	0	0.900	0.292	0.926
AGER	TP53	9606.ENSP00000364210	9606.ENSP00000269305	0	0	0	0	0	0	0	0.438	0.438
AGER	CASP3	9606.ENSP00000364210	9606.ENSP00000311032	0	0	0	0	0	0	0	0.456	0.456
AGER	CLU	9606.ENSP00000364210	9606.ENSP00000315130	0	0	0	0	0	0	0	0.501	0.501
AGER	PSEN1	9606.ENSP00000364210	9606.ENSP00000326366	0	0	0	0	0	0	0	0.468	0.468
AGER	HMGB1	9606.ENSP00000364210	9606.ENSP00000345347	0	0	0	0	0	0.707	0.900	0.989	0.999
AGER	TLR9	9606.ENSP00000364210	9606.ENSP00000353874	0	0	0	0	0.076	0	0	0.609	0.624
AGER	S100A8	9606.ENSP00000364210	9606.ENSP00000357722	0	0	0	0	0.065	0	0	0.625	0.635
AGER	S100A9	9606.ENSP00000364210	9606.ENSP00000357727	0	0	0	0	0.069	0	0	0.509	0.523
AGER	CASP1	9606.ENSP00000364210	9606.ENSP00000433138	0	0	0	0	0.070	0	0	0.458	0.474
AGER	AKT1	9606.ENSP00000364210	9606.ENSP00000451828	0	0	0	0	0.065	0.057	0	0.466	0.488
AGER	IL10	9606.ENSP00000364210	9606.ENSP00000412237	0	0	0	0	0	0	0	0.504	0.504
AKT1	RB1CC1	9606.ENSP00000451828	9606.ENSP00000025008	0	0	0	0	0	0	0	0.557	0.557
AKT1	KEAP1	9606.ENSP00000451828	9606.ENSP00000171111	0	0	0	0	0.063	0	0	0.969	0.970
AKT1	C12orf5	9606.ENSP00000451828	9606.ENSP00000179259	0	0	0	0	0	0	0	0.458	0.458
AKT1	ITGB4	9606.ENSP00000451828	9606.ENSP00000200181	0	0	0	0	0.066	0.070	0.900	0.427	0.943
AKT1	SIRT1	9606.ENSP00000451828	9606.ENSP00000212015	0	0	0	0	0.063	0.281	0	0.852	0.891
AKT1	XBP1	9606.ENSP00000451828	9606.ENSP00000216037	0	0	0	0	0	0.058	0	0.628	0.635
AKT1	HMOX1	9606.ENSP00000451828	9606.ENSP00000216117	0	0	0	0	0	0.230	0	0.749	0.799
AKT1	TRIB3	9606.ENSP00000451828	9606.ENSP00000217233	0	0	0	0.585	0.062	0.539	0.800	0.975	0.944
AKT1	CSNK2A1	9606.ENSP00000451828	9606.ENSP00000217244	0	0	0.223	0.581	0.056	0.289	0	0.420	0.463
AKT1	STUB1	9606.ENSP00000451828	9606.ENSP00000219548	0	0	0	0	0.077	0.519	0	0.633	0.823
AKT1	HGF	9606.ENSP00000451828	9606.ENSP00000222390	0	0	0	0	0.062	0.056	0	0.747	0.757
AKT1	NAMPT	9606.ENSP00000451828	9606.ENSP00000222553	0.042	0	0	0	0	0	0	0.477	0.478
AKT1	IFNG	9606.ENSP00000451828	9606.ENSP00000229135	0	0	0	0	0	0	0	0.605	0.605
AKT1	GAPDH	9606.ENSP00000451828	9606.ENSP00000229239	0	0	0	0	0.046	0.349	0	0.871	0.913
AKT1	IL4	9606.ENSP00000451828	9606.ENSP00000231449	0	0	0	0	0.063	0	0	0.680	0.687
AKT1	MFN2	9606.ENSP00000451828	9606.ENSP00000235329	0	0	0	0	0.065	0.059	0	0.471	0.494
AKT1	ATG14	9606.ENSP00000451828	9606.ENSP00000247178	0	0	0	0	0	0	0	0.504	0.504
AKT1	HSPB1	9606.ENSP00000451828	9606.ENSP00000248553	0	0	0	0	0	0.760	0	0.982	0.995
AKT1	SIRT2	9606.ENSP00000451828	9606.ENSP00000249396	0	0	0	0	0.063	0	0	0.687	0.695
AKT1	TSG101	9606.ENSP00000451828	9606.ENSP00000251968	0	0	0	0	0.061	0	0	0.415	0.427
AKT1	SESN2	9606.ENSP00000451828	9606.ENSP00000253063	0	0	0	0	0	0.123	0	0.496	0.539
AKT1	LAMTOR5	9606.ENSP00000451828	9606.ENSP00000256644	0	0	0	0	0	0	0.900	0.285	0.925
AKT1	PIK3C3	9606.ENSP00000451828	9606.ENSP00000262039	0	0	0	0	0.064	0.104	0	0.744	0.767
AKT1	RHEB	9606.ENSP00000451828	9606.ENSP00000262187	0	0	0	0	0.053	0.140	0.900	0.929	0.993
AKT1	RRAGB	9606.ENSP00000451828	9606.ENSP00000262850	0	0	0	0	0	0	0.900	0.490	0.946
AKT1	EP300	9606.ENSP00000451828	9606.ENSP00000263253	0	0	0	0	0	0.885	0.900	0.903	0.998
AKT1	KDR	9606.ENSP00000451828	9606.ENSP00000263923	0	0	0	0.555	0	0.122	0	0.823	0.441
AKT1	PIK3CA	9606.ENSP00000451828	9606.ENSP00000263967	0	0	0	0	0.064	0.880	0.900	0.903	0.998
AKT1	STAT3	9606.ENSP00000451828	9606.ENSP00000264657	0	0	0	0	0	0.140	0.900	0.875	0.988
AKT1	PIK3C2A	9606.ENSP00000451828	9606.ENSP00000265970	0	0	0	0	0.062	0.104	0	0.441	0.489
AKT1	GABARAPL1	9606.ENSP00000451828	9606.ENSP00000266458	0	0	0	0	0	0.103	0	0.544	0.574
AKT1	MAP1LC3B	9606.ENSP00000451828	9606.ENSP00000268607	0	0	0	0	0	0.103	0	0.709	0.728
AKT1	TP53	9606.ENSP00000451828	9606.ENSP00000269305	0	0	0	0	0.053	0.201	0.900	0.877	0.989
AKT1	ATM	9606.ENSP00000451828	9606.ENSP00000278616	0	0	0	0	0	0.056	0	0.741	0.745
AKT1	UCHL1	9606.ENSP00000451828	9606.ENSP00000284440	0	0	0	0	0	0.291	0	0.325	0.501
AKT1	FLCN	9606.ENSP00000451828	9606.ENSP00000285071	0	0	0	0	0	0	0	0.467	0.467
AKT1	PIK3CB	9606.ENSP00000451828	9606.ENSP00000289153	0	0	0	0	0.064	0.395	0.900	0.894	0.993
AKT1	IL3	9606.ENSP00000451828	9606.ENSP00000296870	0	0	0	0	0	0	0	0.595	0.595
AKT1	TSC1	9606.ENSP00000451828	9606.ENSP00000298552	0	0	0	0	0.060	0.715	0.900	0.916	0.997
AKT1	LRRK2	9606.ENSP00000451828	9606.ENSP00000298910	0	0	0	0.566	0.062	0.343	0	0.563	0.509
AKT1	ITPR1	9606.ENSP00000451828	9606.ENSP00000306253	0	0	0	0	0	0.493	0	0.818	0.904
AKT1	GABARAP	9606.ENSP00000451828	9606.ENSP00000306866	0	0	0	0	0	0.103	0	0.385	0.425
AKT1	CASP3	9606.ENSP00000451828	9606.ENSP00000311032	0	0	0	0	0	0.475	0	0.882	0.935
AKT1	LEP	9606.ENSP00000451828	9606.ENSP00000312652	0	0	0	0	0	0	0	0.739	0.739
AKT1	CLU	9606.ENSP00000451828	9606.ENSP00000315130	0	0	0	0	0	0	0	0.422	0.422
AKT1	CDK5R1	9606.ENSP00000451828	9606.ENSP00000318486	0	0	0	0	0	0.057	0	0.450	0.459
AKT1	GSK3B	9606.ENSP00000451828	9606.ENSP00000324806	0	0	0.218	0.576	0.049	0.934	0.900	0.873	0.996
AKT1	STK11	9606.ENSP00000451828	9606.ENSP00000324856	0	0	0.325	0.631	0.104	0.298	0	0.807	0.588
AKT1	PSEN1	9606.ENSP00000451828	9606.ENSP00000326366	0	0	0	0	0.080	0.058	0	0.573	0.597
AKT1	TBK1	9606.ENSP00000451828	9606.ENSP00000329967	0	0	0	0.570	0.047	0.486	0	0.636	0.625
AKT1	LEPR	9606.ENSP00000451828	9606.ENSP00000330393	0	0	0	0	0	0.056	0	0.571	0.578
AKT1	GATA4	9606.ENSP00000451828	9606.ENSP00000334458	0	0	0	0	0	0.139	0	0.624	0.662
AKT1	HSP90AA1	9606.ENSP00000451828	9606.ENSP00000335153	0	0	0	0	0.062	0.946	0.900	0.991	0.999
AKT1	MTDH	9606.ENSP00000451828	9606.ENSP00000338235	0	0	0	0	0	0	0	0.610	0.610
AKT1	SNCA	9606.ENSP00000451828	9606.ENSP00000338345	0	0	0	0	0	0.307	0	0.513	0.649
AKT1	PTK2	9606.ENSP00000451828	9606.ENSP00000341189	0	0	0	0.568	0.082	0.301	0	0.833	0.569
AKT1	LAMTOR4	9606.ENSP00000451828	9606.ENSP00000343118	0	0	0	0	0.048	0	0.900	0.170	0.914
AKT1	HMGB1	9606.ENSP00000451828	9606.ENSP00000345347	0	0	0	0	0.065	0.058	0	0.531	0.550
AKT1	ATG7	9606.ENSP00000451828	9606.ENSP00000346437	0	0	0	0	0.045	0.059	0	0.717	0.723
AKT1	UVRAG	9606.ENSP00000451828	9606.ENSP00000348455	0	0	0	0	0	0	0	0.512	0.512
AKT1	TLR9	9606.ENSP00000451828	9606.ENSP00000353874	0	0	0	0	0	0.168	0	0.514	0.578
AKT1	MTOR	9606.ENSP00000451828	9606.ENSP00000354558	0	0	0	0	0.081	0.904	0.900	0.991	0.999
AKT1	DRD2	9606.ENSP00000451828	9606.ENSP00000354859	0	0	0	0	0	0.056	0	0.503	0.510
AKT1	BECN1	9606.ENSP00000451828	9606.ENSP00000355231	0	0	0	0	0	0.690	0	0.928	0.977
AKT1	EXOC8	9606.ENSP00000451828	9606.ENSP00000355605	0	0	0	0	0.083	0	0	0.456	0.481
AKT1	PARK2	9606.ENSP00000451828	9606.ENSP00000355865	0	0	0	0	0	0.062	0	0.506	0.517
AKT1	PIK3C2B	9606.ENSP00000451828	9606.ENSP00000356155	0	0	0	0	0.062	0.104	0	0.422	0.472
AKT1	LAMTOR2	9606.ENSP00000451828	9606.ENSP00000357288	0	0	0	0	0.042	0	0.900	0.251	0.921
AKT1	MCL1	9606.ENSP00000451828	9606.ENSP00000358022	0	0	0	0	0	0	0.900	0.762	0.975
AKT1	ATG5	9606.ENSP00000451828	9606.ENSP00000358072	0	0	0	0	0.048	0.057	0	0.738	0.744
AKT1	RRAGD	9606.ENSP00000451828	9606.ENSP00000358423	0	0	0	0	0.062	0	0.900	0.362	0.934
AKT1	RRAGC	9606.ENSP00000451828	9606.ENSP00000362092	0	0	0	0	0.062	0	0.900	0.457	0.944
AKT1	SRC	9606.ENSP00000451828	9606.ENSP00000362680	0	0	0.391	0.562	0.098	0.683	0.900	0.986	0.985
AKT1	MAP1LC3A	9606.ENSP00000451828	9606.ENSP00000363970	0	0	0	0	0	0.103	0	0.673	0.694
AKT1	PINK1	9606.ENSP00000451828	9606.ENSP00000364204	0	0	0	0	0	0.282	0	0.649	0.738
AKT1	AGER	9606.ENSP00000451828	9606.ENSP00000364210	0	0	0	0	0.065	0.057	0	0.466	0.488
AKT1	FOXO1	9606.ENSP00000451828	9606.ENSP00000368880	0	0	0	0	0.048	0.889	0.900	0.859	0.998
AKT1	SQSTM1	9606.ENSP00000451828	9606.ENSP00000374455	0	0	0	0	0	0.104	0	0.684	0.705
AKT1	ATG16L1	9606.ENSP00000451828	9606.ENSP00000375872	0	0	0	0	0	0	0	0.429	0.429
AKT1	BCL2L11	9606.ENSP00000451828	9606.ENSP00000376943	0	0	0	0	0	0.282	0	0.762	0.822
AKT1	MAPK8	9606.ENSP00000451828	9606.ENSP00000378974	0	0	0.417	0.573	0.084	0.315	0	0.810	0.642
AKT1	BCL2	9606.ENSP00000451828	9606.ENSP00000381185	0	0	0	0	0.062	0	0.900	0.457	0.944
AKT1	ATG4B	9606.ENSP00000451828	9606.ENSP00000384259	0	0	0	0	0.082	0	0	0.402	0.428
AKT1	FOXO3	9606.ENSP00000451828	9606.ENSP00000385824	0	0	0	0	0.055	0.939	0.900	0.972	0.999
AKT1	SESN1	9606.ENSP00000451828	9606.ENSP00000393762	0	0	0	0	0	0.123	0	0.409	0.459
AKT1	LAMP2	9606.ENSP00000451828	9606.ENSP00000408411	0	0	0	0	0	0.076	0	0.513	0.531
AKT1	IL10	9606.ENSP00000451828	9606.ENSP00000412237	0	0	0	0	0	0.060	0	0.690	0.697
AKT1	EIF4G1	9606.ENSP00000451828	9606.ENSP00000416255	0	0	0	0	0.089	0.067	0	0.619	0.648
AKT1	PARK7	9606.ENSP00000451828	9606.ENSP00000418770	0	0	0	0	0	0.132	0	0.518	0.563
AKT1	NEDD4	9606.ENSP00000451828	9606.ENSP00000424827	0	0	0	0	0.065	0.298	0	0.502	0.644
AKT1	ATG12	9606.ENSP00000451828	9606.ENSP00000425107	0	0	0	0	0	0.056	0	0.627	0.633
AKT1	CAPN1	9606.ENSP00000451828	9606.ENSP00000431984	0	0	0	0	0.090	0.282	0	0.402	0.575
AKT1	HSPA8	9606.ENSP00000451828	9606.ENSP00000432083	0	0	0	0	0	0.650	0	0.597	0.853
AKT1	ATG13	9606.ENSP00000451828	9606.ENSP00000432412	0	0	0	0	0.062	0	0	0.754	0.760
AKT1	CASP1	9606.ENSP00000451828	9606.ENSP00000433138	0	0	0	0	0	0.063	0	0.576	0.586
AKT1	HIF1A	9606.ENSP00000451828	9606.ENSP00000437955	0	0	0	0	0	0.261	0.900	0.887	0.990
AKT1	SESN3	9606.ENSP00000451828	9606.ENSP00000441927	0	0	0	0	0	0.123	0	0.387	0.440
AKT1	TPCN1	9606.ENSP00000451828	9606.ENSP00000448083	0	0	0	0	0.079	0.069	0	0.464	0.501
AKT1	DDIT3	9606.ENSP00000451828	9606.ENSP00000448665	0	0	0	0	0	0.058	0	0.595	0.603
AKT1	CLTC	9606.ENSP00000451828	9606.ENSP00000479606	0	0	0	0	0.099	0.270	0	0.334	0.523
AKT1	ARFIP2	9606.ENSP00000451828	9606.ENSP00000484121	0	0	0	0	0.053	0.192	0	0.639	0.700
ARFIP2	SYNPO2	9606.ENSP00000484121	9606.ENSP00000306015	0	0	0	0	0	0	0	0.543	0.543
ARFIP2	AKT1	9606.ENSP00000484121	9606.ENSP00000451828	0	0	0	0	0.053	0.192	0	0.639	0.700
ARFIP2	SCOC	9606.ENSP00000484121	9606.ENSP00000477352	0	0	0	0	0.052	0	0	0.604	0.609
ARFIP2	SH3GLB1	9606.ENSP00000484121	9606.ENSP00000479919	0	0	0	0	0	0.129	0	0.368	0.426
ARSA	GBA	9606.ENSP00000216124	9606.ENSP00000314508	0	0	0	0	0.062	0	0	0.424	0.437
ARSA	PSAP	9606.ENSP00000216124	9606.ENSP00000378394	0	0	0	0	0.085	0	0	0.567	0.587
ARSA	ARSB	9606.ENSP00000216124	9606.ENSP00000264914	0	0	0.447	0.676	0	0.115	0.800	0.836	0.883
ARSB	ARSA	9606.ENSP00000264914	9606.ENSP00000216124	0	0	0.447	0.676	0	0.115	0.800	0.836	0.883
ATG10	RB1CC1	9606.ENSP00000282185	9606.ENSP00000025008	0	0	0	0	0	0	0	0.893	0.893
ATG10	ATG14	9606.ENSP00000282185	9606.ENSP00000247178	0	0	0	0	0	0	0	0.856	0.856
ATG10	DRAM1	9606.ENSP00000282185	9606.ENSP00000258534	0	0	0	0	0	0	0	0.482	0.482
ATG10	PIK3C3	9606.ENSP00000282185	9606.ENSP00000262039	0	0	0	0	0	0	0	0.906	0.906
ATG10	WIPI1	9606.ENSP00000282185	9606.ENSP00000262139	0	0	0	0	0	0	0	0.830	0.830
ATG10	VMP1	9606.ENSP00000282185	9606.ENSP00000262291	0	0	0	0	0	0	0	0.589	0.589
ATG10	GABARAPL1	9606.ENSP00000282185	9606.ENSP00000266458	0	0	0	0	0	0.080	0.650	0.847	0.946
ATG10	MAP1LC3B	9606.ENSP00000282185	9606.ENSP00000268607	0	0	0	0	0	0.180	0.650	0.721	0.913
ATG10	EPG5	9606.ENSP00000282185	9606.ENSP00000282041	0	0	0	0	0	0	0	0.402	0.402
ATG10	OPTN	9606.ENSP00000282185	9606.ENSP00000368022	0	0	0	0	0	0	0	0.455	0.455
ATG10	KIAA0226	9606.ENSP00000282185	9606.ENSP00000296343	0	0	0	0	0	0	0	0.482	0.482
ATG10	WDR45	9606.ENSP00000282185	9606.ENSP00000348848	0	0	0	0	0	0	0	0.493	0.493
ATG10	BNIP3L	9606.ENSP00000282185	9606.ENSP00000370003	0	0	0	0	0	0	0	0.497	0.497
ATG10	WDR45B	9606.ENSP00000282185	9606.ENSP00000376139	0	0	0	0	0	0	0	0.509	0.509
ATG10	CALCOCO2	9606.ENSP00000282185	9606.ENSP00000398523	0	0	0	0	0	0	0	0.514	0.514
ATG10	LAMP2	9606.ENSP00000282185	9606.ENSP00000408411	0	0	0	0	0	0.059	0	0.522	0.531
ATG10	PINK1	9606.ENSP00000282185	9606.ENSP00000364204	0	0	0	0	0	0	0	0.545	0.545
ATG10	ZFYVE1	9606.ENSP00000282185	9606.ENSP00000450742	0	0	0	0	0	0	0	0.560	0.560
ATG10	SH3GLB1	9606.ENSP00000282185	9606.ENSP00000479919	0	0	0	0	0.062	0	0	0.566	0.575
ATG10	WDFY3	9606.ENSP00000282185	9606.ENSP00000295888	0	0	0	0	0	0	0	0.585	0.585
ATG10	MTOR	9606.ENSP00000282185	9606.ENSP00000354558	0	0	0	0	0	0	0	0.590	0.590
ATG10	MAP1LC3B2	9606.ENSP00000282185	9606.ENSP00000450524	0	0	0	0	0	0.379	0	0.479	0.663
ATG10	SQSTM1	9606.ENSP00000282185	9606.ENSP00000374455	0	0	0	0	0	0	0	0.711	0.711
ATG10	ULK2	9606.ENSP00000282185	9606.ENSP00000378914	0	0	0	0	0	0	0	0.714	0.714
ATG10	ATG4D	9606.ENSP00000282185	9606.ENSP00000311318	0	0	0	0	0.062	0	0	0.712	0.718
ATG10	ATG4A	9606.ENSP00000282185	9606.ENSP00000361306	0	0	0	0	0.062	0	0	0.742	0.748
ATG10	ATG16L2	9606.ENSP00000282185	9606.ENSP00000326340	0	0	0	0	0	0	0	0.751	0.751
ATG10	ATG2A	9606.ENSP00000282185	9606.ENSP00000366475	0	0	0	0	0	0	0	0.755	0.755
ATG10	UVRAG	9606.ENSP00000282185	9606.ENSP00000348455	0	0	0	0	0	0	0	0.766	0.766
ATG10	WIPI2	9606.ENSP00000282185	9606.ENSP00000288828	0	0	0	0	0	0	0	0.771	0.771
ATG10	ATG2B	9606.ENSP00000282185	9606.ENSP00000353010	0	0	0	0	0	0	0	0.777	0.777
ATG10	ULK1	9606.ENSP00000282185	9606.ENSP00000324560	0	0	0	0	0	0	0	0.797	0.797
ATG10	ATG9A	9606.ENSP00000282185	9606.ENSP00000386710	0	0	0	0	0	0	0	0.810	0.810
ATG10	NBR1	9606.ENSP00000282185	9606.ENSP00000411250	0	0	0	0	0	0	0	0.819	0.819
ATG10	ATG4B	9606.ENSP00000282185	9606.ENSP00000384259	0	0	0	0	0.062	0.314	0	0.790	0.853
ATG10	MAP1LC3A	9606.ENSP00000282185	9606.ENSP00000363970	0	0	0	0	0	0.063	0.650	0.723	0.901
ATG10	BECN1	9606.ENSP00000282185	9606.ENSP00000355231	0	0	0	0	0	0	0	0.906	0.906
ATG10	GABARAP	9606.ENSP00000282185	9606.ENSP00000306866	0	0	0	0	0	0.080	0.650	0.757	0.915
ATG10	ATG13	9606.ENSP00000282185	9606.ENSP00000432412	0	0	0	0	0	0	0	0.921	0.921
ATG10	ATG16L1	9606.ENSP00000282185	9606.ENSP00000375872	0	0	0	0	0	0	0.650	0.969	0.988
ATG10	ATG5	9606.ENSP00000282185	9606.ENSP00000358072	0	0	0	0	0	0.432	0.600	0.994	0.998
ATG10	ATG12	9606.ENSP00000282185	9606.ENSP00000425107	0	0	0	0	0.062	0.683	0.800	0.994	0.999
ATG10	ATG7	9606.ENSP00000282185	9606.ENSP00000346437	0	0	0	0	0	0.789	0.600	0.994	0.999
ATG12	RB1CC1	9606.ENSP00000425107	9606.ENSP00000025008	0	0	0	0	0	0.175	0	0.978	0.981
ATG12	SIRT1	9606.ENSP00000425107	9606.ENSP00000212015	0	0	0	0	0	0	0	0.523	0.523
ATG12	XBP1	9606.ENSP00000425107	9606.ENSP00000216037	0	0	0	0	0	0	0	0.463	0.463
ATG12	GAPDH	9606.ENSP00000425107	9606.ENSP00000229239	0	0	0	0	0.062	0	0	0.546	0.556
ATG12	TMEM59	9606.ENSP00000425107	9606.ENSP00000234831	0	0	0	0	0	0	0	0.440	0.440
ATG12	MFN2	9606.ENSP00000425107	9606.ENSP00000235329	0	0	0	0	0.056	0	0.600	0.413	0.759
ATG12	ATG14	9606.ENSP00000425107	9606.ENSP00000247178	0	0	0	0	0	0.061	0.650	0.925	0.973
ATG12	DRAM1	9606.ENSP00000425107	9606.ENSP00000258534	0	0	0	0	0	0	0	0.572	0.572
ATG12	PIK3C3	9606.ENSP00000425107	9606.ENSP00000262039	0	0	0	0	0.062	0.101	0.650	0.944	0.981
ATG12	WIPI1	9606.ENSP00000425107	9606.ENSP00000262139	0	0	0	0	0	0.460	0	0.943	0.968
ATG12	RHEB	9606.ENSP00000425107	9606.ENSP00000262187	0	0	0	0	0.062	0.061	0	0.553	0.572
ATG12	VMP1	9606.ENSP00000425107	9606.ENSP00000262291	0	0	0	0	0.062	0	0	0.786	0.791
ATG12	VAMP8	9606.ENSP00000425107	9606.ENSP00000263864	0	0	0	0	0	0	0	0.465	0.465
ATG12	GABARAPL1	9606.ENSP00000425107	9606.ENSP00000266458	0	0	0	0	0.063	0.375	0.900	0.985	0.999
ATG12	MAP1LC3B	9606.ENSP00000425107	9606.ENSP00000268607	0	0	0	0	0.062	0.384	0.600	0.931	0.982
ATG12	TP53	9606.ENSP00000425107	9606.ENSP00000269305	0	0	0	0	0	0	0	0.503	0.503
ATG12	EPG5	9606.ENSP00000425107	9606.ENSP00000282041	0	0	0	0	0	0	0	0.468	0.468
ATG12	ATG10	9606.ENSP00000425107	9606.ENSP00000282185	0	0	0	0	0.062	0.683	0.800	0.994	0.999
ATG12	WIPI2	9606.ENSP00000425107	9606.ENSP00000288828	0	0	0	0	0	0.669	0.600	0.969	0.995
ATG12	WDFY3	9606.ENSP00000425107	9606.ENSP00000295888	0	0	0	0	0	0.281	0	0.734	0.801
ATG12	KIAA0226	9606.ENSP00000425107	9606.ENSP00000296343	0	0	0	0	0	0	0	0.528	0.528
ATG12	RAB24	9606.ENSP00000425107	9606.ENSP00000304376	0	0	0	0	0.064	0	0	0.392	0.407
ATG12	GABARAP	9606.ENSP00000425107	9606.ENSP00000306866	0	0	0	0	0.062	0.391	0.900	0.897	0.993
ATG12	CASP3	9606.ENSP00000425107	9606.ENSP00000311032	0	0	0	0	0	0.056	0	0.600	0.606
ATG12	ATG4D	9606.ENSP00000425107	9606.ENSP00000311318	0	0	0	0	0.062	0.273	0	0.791	0.845
ATG12	ULK1	9606.ENSP00000425107	9606.ENSP00000324560	0	0	0	0	0.054	0.183	0	0.930	0.941
ATG12	ATG16L2	9606.ENSP00000425107	9606.ENSP00000326340	0	0	0	0	0	0.077	0.800	0.764	0.952
ATG12	TBK1	9606.ENSP00000425107	9606.ENSP00000329967	0	0	0	0	0.062	0.061	0	0.417	0.441
ATG12	SNCA	9606.ENSP00000425107	9606.ENSP00000338345	0	0	0	0	0	0	0	0.404	0.404
ATG12	PTK2	9606.ENSP00000425107	9606.ENSP00000341189	0	0	0	0	0	0.300	0	0.246	0.450
ATG12	ATG7	9606.ENSP00000425107	9606.ENSP00000346437	0	0	0	0	0.063	0.941	0.800	0.995	0.999
ATG12	UVRAG	9606.ENSP00000425107	9606.ENSP00000348455	0	0	0	0	0	0	0	0.888	0.888
ATG12	WDR45	9606.ENSP00000425107	9606.ENSP00000348848	0	0	0	0	0.062	0.059	0	0.662	0.676
